2014-08-01 00:00:00,40.729,-73.9422,B02598
2014-08-01 00:00:00,40.7476,-73.9871,B02598
2014-08-01 00:00:00,40.7424,-74.0044,B02598
2014-08-01 00:00:00,40.751,-73.9869,B02598
2014-08-01 00:00:00,40.7406,-73.9902,B02598
2014-08-01 00:00:00,40.6994,-73.9591,B02617
2014-08-01 00:00:00,40.6917,-73.9398,B02617
2014-08-01 00:00:00,40.7063,-73.9223,B02617
2014-08-01 00:00:00,40.6759,-74.0168,B02617
2014-08-01 00:00:00,40.7617,-73.9847,B02617
2014-08-01 00:00:00,40.6969,-73.9064,B02617
2014-08-01 00:00:00,40.7623,-73.9751,B02617
2014-08-01 00:00:00,40.6982,-73.9669,B02617
2014-08-01 00:00:00,40.7553,-73.9253,B02617
2014-08-01 00:00:00,40.7325,-73.9876,B02682
2014-08-01 00:00:00,40.6754,-74.017,B02682
2014-08-01 00:00:00,40.7303,-74.0029,B02682
2014-08-01 00:00:00,40.7218,-73.9973,B02682
2014-08-01 00:00:00,40.7134,-74.0091,B02682
2014-08-01 00:00:00,40.7194,-73.9964,B02682
2014-08-01 00:00:00,40.762,-73.983,B02682
2014-08-01 00:00:00,40.3495,-74.0667,B02682
2014-08-01 00:00:00,40.3495,-74.0667,B02682
2014-08-01 00:01:00,40.6906,-73.9933,B02598
2014-08-01 00:01:00,40.7052,-74.0094,B02598
2014-08-01 00:01:00,40.7108,-73.9679,B02598
2014-08-01 00:01:00,40.7403,-74.0081,B02598
2014-08-01 00:01:00,40.7073,-74.0054,B02598
2014-08-01 00:01:00,40.7686,-73.9697,B02598
2014-08-01 00:01:00,40.7468,-74.0024,B02617
2014-08-01 00:01:00,40.7341,-73.989,B02617
2014-08-01 00:01:00,40.742,-74.0041,B02617
2014-08-01 00:01:00,40.7633,-73.9891,B02617
2014-08-01 00:01:00,40.6447,-73.782,B02617
2014-08-01 00:01:00,40.7484,-73.9845,B02682
2014-08-01 00:01:00,40.7752,-73.9634,B02682
2014-08-01 00:01:00,40.6718,-73.9522,B02682
2014-08-01 00:01:00,40.7552,-73.9724,B02682
2014-08-01 00:02:00,40.705,-73.9204,B02598
2014-08-01 00:02:00,40.6453,-73.7803,B02598
2014-08-01 00:02:00,40.7407,-74.0077,B02598
2014-08-01 00:02:00,40.7036,-73.9895,B02598
2014-08-01 00:02:00,40.8656,-73.9274,B02598
2014-08-01 00:02:00,40.7199,-74.0055,B02598
2014-08-01 00:02:00,40.6123,-73.956,B02598
2014-08-01 00:02:00,40.759,-73.9682,B02598
2014-08-01 00:02:00,40.7236,-73.9913,B02617
2014-08-01 00:02:00,40.7151,-73.9666,B02682
2014-08-01 00:02:00,40.7642,-73.9103,B02682
2014-08-01 00:03:00,40.7366,-73.9906,B02512
2014-08-01 00:03:00,40.7524,-73.9858,B02598
2014-08-01 00:03:00,40.6863,-74.0011,B02598
2014-08-01 00:03:00,40.6969,-73.9064,B02598
2014-08-01 00:03:00,40.779,-73.9565,B02598
2014-08-01 00:03:00,40.6748,-73.9815,B02598
2014-08-01 00:03:00,40.7231,-73.8529,B02598
